State,City,Crime_Type,Date,Time,Latitude,Longitude,Victim_Age,Victim_Gender
Karnataka,Bengaluru,cybercrime,2022-09-26,04:34:00,12.95144,77.60076,53.0,Male
Delhi,Rohini,Fraud,2023-01-17,16:48:00,28.79795,77.04949,24.0,Female
Karnataka,Bengaluru,Theft,2022-02-20,14:23:00,12.96293,77.591,45.0,Male
Gujarat,Surat,Theft,2022-07-06,18:23:00,21.13612,72.78413,16.0,Male
West Bengal,Kolkata,Theft,2024-05-13,09:29:00,22.59114,88.28583,50.0,Male
Telangana,Hyderabad,Burglary,2021-12-24,01:41:00,17.38743,78.53224,30.0,Female
Telangana,Warangal,Theft,2021-06-22,03:42:00,17.9374,79.60064,17.0,Female
Maharashtra,Mumbai,Robbery,2024-09-21,05:14:00,19.08297,72.83769,46.0,Male
West Bengal,Kolkata,Burglary,2024-03-03,04:25:00,22.55956,88.38834,64.0,Male
Gujarat,Surat,Assault,2021-01-22,20:26:00,21.12835,72.79459,29.0,Female
Karnataka,Mysuru,Assault,2024-06-27,06:42:00,12.28067,76.623,44.0,Female
Uttar Pradesh,Kanpur,Robbery,2022-04-01,01:20:00,26.48608,80.31344,28.0,Female
Uttar Pradesh,Noida,Assault,2023-05-24,14:50:00,28.52528,77.41968,30.0,Female
Telangana,Hyderabad,Theft,2024-11-01,14:26:00,17.40499,78.48631,31.0,Male
Karnataka,Mysuru,Fraud,2022-09-26,01:54:00,12.2783,76.65561,54.0,Male
Karnataka,Bengaluru,burglary,2023-03-27,16:28:00,12.90683,77.63624,57.0,Female
West Bengal,Kolkata,Cybercrime,2022-03-27,09:16:00,22.55204,88.38991,53.0,Male
Delhi,Rohini,Burglary,2023-09-25,18:32:00,28.78854,77.06837,68.0,Female
Telangana,Hyderabad,Burglary,2024-01-03,00:11:00,17.36984,78.48695,65.0,Female
West Bengal,Howrah,Cybercrime,2023-12-23,11:35:00,22.5442,88.28154,64.0,Female
Maharashtra,Mumbai,Assault,2021-11-25,04:49:00,18.99471,72.86729,22.0,Female
Gujarat,Ahmedabad,Assault,2024-02-27,18:38:00,22.97602,72.6166,17.0,Male
Tamil Nadu,Chennai,Theft,2024-09-23,02:52:00,13.0967,80.25952,45.0,Female
Tamil Nadu,Coimbatore,Domestic Violence,2023-01-09,05:58:00,11.06692,76.93252,19.0,Male
West Bengal,Howrah,Fraud,2023-04-08,23:36:00,22.61194,88.31577,64.0,Male
West Bengal,Kolkata,Fraud,2024-12-01,15:04:00,22.59544,88.3766,40.0,Male
Maharashtra,Nagpur,Assault,2021-04-15,21:19:00,21.09253,79.10855,45.0,Female
Maharashtra,Mumbai,Assault,2021-09-17,00:18:00,19.02649,72.881,19.0,Male
Tamil Nadu,Coimbatore,Assault,2022-02-11,13:01:00,11.04107,76.99386,65.0,Male
Gujarat,Surat,vandalism,2023-03-01,10:50:00,21.20701,72.84489,42.0,Male
Gujarat,Surat,Assault,2023-08-13,10:24:00,21.17796,72.80871,46.0,Female
Karnataka,Mysuru,Kidnapping,2024-07-04,20:24:00,12.30628,76.58475,42.0,Male
Tamil Nadu,Chennai,Cybercrime,2021-07-22,16:20:00,13.10544,80.262,58.0,Male
Maharashtra,Mumbai,Theft,2022-02-26,01:08:00,19.09684,72.88468,25.0,Male
Karnataka,Mysuru,Vehicle Theft,2024-03-01,12:23:00,12.27568,76.7187,42.0,Female
Gujarat,Ahmedabad,Fraud,2022-09-22,18:18:00,22.99886,72.51676,65.0,Female
Tamil Nadu,Coimbatore,Vandalism,2022-07-20,14:21:00,11.0602,76.96669,16.0,Male
Telangana,Hyderabad,Assault,2021-02-22,20:12:00,17.39008,78.51699,48.0,Female
Gujarat,Surat,theft,2023-06-16,05:07:00,21.17658,72.83804,55.0,Female
Telangana,Warangal,Vehicle Theft,2022-08-26,10:35:00,17.91553,79.59612,65.0,Male
Tamil Nadu,Chennai,Theft,2022-12-07,07:26:00,13.16729,80.25646,17.0,Female
Karnataka,Bengaluru,Assault,2024-09-20,09:24:00,12.98158,77.617,47.0,Female
Uttar Pradesh,Kanpur,Vandalism,2021-11-16,04:46:00,26.44793,80.32799,59.0,Female
Maharashtra,Mumbai,Theft,2021-04-27,19:13:00,19.07053,72.89427,62.0,Female
Telangana,Hyderabad,Assault,2023-05-13,03:35:00,17.34146,78.49388,54.0,Male
